代码,名称,最新价,IOPV实时估值,基金折价率,涨跌额,涨跌幅,成交量,成交额,开盘价,最高价,最低价,昨收,振幅,换手率,量比,委比,外盘,内盘,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比,现手,买一,卖一,最新份额,流通市值,总市值,数据日期,更新时间
159240,A500增强ETF天弘,1.31,1.3071,-0.22,-0.042,-3.11,60044.0,7902611.0,1.352,1.352,1.304,1.352,3.55,41.07,4.15,25.57,26162.0,33882.0,-1338439.0,-16.94,0.0,0.0,-1338439.0,-16.94,940934.0,11.91,397506.0,5.03,-1.0,1.31,1.311,14619776.0,19151907,19151907,2026-07-13 00:00:00,2026-07-13 15:34:24+08:00
159590,软件ETF汇添富,0.871,0.869,-0.23,-0.028,-3.11,504764.0,44241212.8,0.889,0.9,0.864,0.899,4.0,7.83,1.07,8.86,244814.0,259950.0,-8889239.0,-20.09,-7092822.0,-16.03,-1796417.0,-4.06,4348462.0,9.83,4540776.0,10.26,2655.0,0.87,0.871,644361744.0,561239079,561239079,2026-07-13 00:00:00,2026-07-13 15:34:06+08:00
512200,房地产ETF南方,1.178,1.1769,-0.09,-0.038,-3.13,726245.0,86463355.0,1.207,1.211,1.176,1.216,2.88,2.74,0.8,18.94,286211.0,440034.0,-7904364.0,-9.14,-96222.0,-0.11,-7808142.0,-9.03,4257614.0,4.92,3646750.0,4.22,-2135.0,1.177,1.178,2652347904.0,3124465831,3124465831,2026-07-13 00:00:00,2026-07-13 16:11:38+08:00
588300,科创创业50ETF招商,1.302,1.3012,-0.06,-0.042,-3.13,663918.0,88003821.0,1.326,1.36,1.288,1.344,5.36,4.72,1.17,7.22,322806.0,341112.0,-6835454.0,-7.77,1633235.0,1.86,-8468689.0,-9.62,965004.0,1.1,5870451.0,6.67,-1277.0,1.302,1.303,1405210496.0,1829584066,1829584066,2026-07-13 00:00:00,2026-07-13 16:11:52+08:00
159383,创业板50ETF华泰柏瑞,1.85,1.8519,0.1,-0.06,-3.14,43805.0,8202236.4,1.88,1.918,1.835,1.91,4.35,12.14,1.0,54.81,18736.0,25069.0,-2403440.0,-29.3,1900.0,0.02,-2405340.0,-29.33,1493864.0,18.21,909576.0,11.09,-25.0,1.85,1.852,36092486.0,66771099,66771099,2026-07-13 00:00:00,2026-07-13 15:34:36+08:00
561030,工程机械ETF华泰柏瑞,0.863,0.8627,-0.03,-0.028,-3.14,108229.0,9411574.0,0.891,0.891,0.86,0.891,3.48,5.4,1.01,17.33,51781.0,56448.0,56013.0,0.6,0.0,0.0,56013.0,0.6,-320595.0,-3.41,264582.0,2.81,-1070.0,0.861,0.863,200550000.0,173074650,173074650,2026-07-13 00:00:00,2026-07-13 16:11:44+08:00
560990,科技先锋ETF中金,1.234,1.2356,0.13,-0.04,-3.14,8742.0,1102096.0,1.273,1.28,1.229,1.274,4.0,6.16,0.67,-0.2,5034.0,3708.0,-105744.0,-9.59,0.0,0.0,-105744.0,-9.59,124148.0,11.26,-18403.0,-1.67,-37.0,1.234,1.24,14187100.0,17506881,17506881,2026-07-13 00:00:00,2026-07-13 16:11:51+08:00
159315,黄金股ETF工银,1.354,1.3553,0.1,-0.044,-3.15,91043.0,12386841.242,1.38,1.38,1.35,1.398,2.15,4.53,0.54,70.94,49032.0,42011.0,-196603.0,-1.59,1037267.0,8.37,-1233870.0,-9.96,-186749.0,-1.51,383353.0,3.09,-366.0,1.354,1.355,201089621.0,272275347,272275347,2026-07-13 00:00:00,2026-07-13 15:34:36+08:00
159337,中证500ETF东财,1.875,1.8492,-1.4,-0.061,-3.15,193418.0,36377886.7,1.906,1.934,1.85,1.936,4.34,7.81,1.65,33.56,95647.0,97771.0,129375.0,0.36,-2769377.0,-7.61,2898752.0,7.97,-8672842.0,-23.84,8543468.0,23.49,-1041.0,1.875,1.876,247710611.0,464457396,464457396,2026-07-13 00:00:00,2026-07-13 15:34:18+08:00
159380,A500ETF东财,1.383,1.3838,0.06,-0.045,-3.15,195991.0,27380172.0,1.428,1.442,1.382,1.428,4.2,16.09,2.69,-56.19,41773.0,154218.0,-13419253.0,-49.01,-11407157.0,-41.66,-2012096.0,-7.35,9751425.0,35.61,3667828.0,13.4,3202.0,1.382,1.383,121804337.0,168455398,168455398,2026-07-13 00:00:00,2026-07-13 15:34:30+08:00
563550,A500增强ETF摩根,1.287,1.2879,0.07,-0.042,-3.16,202354.0,26247392.0,1.32,1.324,1.281,1.329,3.24,25.43,1.59,3.71,91864.0,110490.0,-2390890.0,-9.11,-7397924.0,-28.19,5007034.0,19.08,1849055.0,7.04,541836.0,2.06,62.0,1.287,1.29,79559000.0,102392433,102392433,2026-07-13 00:00:00,2026-07-13 16:11:46+08:00
159681,创业板50ETF鹏华,1.745,1.7485,0.2,-0.057,-3.16,878027.0,155797127.5,1.784,1.81,1.73,1.802,4.44,8.82,1.19,-71.64,352476.0,525551.0,-25486799.0,-16.36,-9204864.0,-5.91,-16281935.0,-10.45,17454621.0,11.2,8032179.0,5.16,3732.0,1.744,1.745,995772336.0,1737622726,1737622726,2026-07-13 00:00:00,2026-07-13 15:34:06+08:00
159186,港股通汽车ETF鹏华,0.734,0.7358,0.24,-0.024,-3.17,18097.0,1336028.4,0.758,0.758,0.73,0.758,3.69,2.06,0.62,-83.22,5526.0,12571.0,-24952.0,-1.87,0.0,0.0,-24952.0,-1.87,-42510.0,-3.18,67461.0,5.05,-56.0,0.734,0.735,87869245.0,64496026,64496026,2026-07-13 00:00:00,2026-07-13 15:34:33+08:00
515200,创新100ETF申万菱信,2.748,2.7352,-0.47,-0.09,-3.17,12936.0,3633493.0,2.838,2.838,2.738,2.838,3.52,3.24,0.46,4.84,3324.0,9612.0,1387877.0,38.2,0.0,0.0,1387877.0,38.2,-1211393.0,-33.34,-176484.0,-4.86,-4.0,2.745,2.748,39943200.0,109763914,109763914,2026-07-13 00:00:00,2026-07-13 16:11:42+08:00
159943,深证成指ETF大成,1.61,1.5993,-0.67,-0.053,-3.19,399266.0,64693326.082,1.636,1.654,1.597,1.663,3.43,29.09,2.09,79.32,156780.0,242486.0,-18260557.0,-28.23,-6683190.0,-10.33,-11577367.0,-17.9,3445418.0,5.33,14815139.0,22.9,-6047.0,1.61,1.612,137229922.0,220940174,220940174,2026-07-13 00:00:00,2026-07-13 15:34:03+08:00
159321,黄金股ETF华安,1.276,1.2716,-0.35,-0.042,-3.19,301870.0,38596128.153,1.288,1.299,1.267,1.318,2.43,7.72,0.75,10.31,132656.0,169214.0,-2069648.0,-5.36,-5024731.0,-13.02,2955083.0,7.66,-833832.0,-2.16,2903480.0,7.52,-263.0,1.276,1.277,390900400.0,498788910,498788910,2026-07-13 00:00:00,2026-07-13 15:34:42+08:00
159248,人工智能ETF万家,2.033,2.0239,-0.45,-0.067,-3.19,142695.0,29535839.6,2.057,2.13,1.999,2.1,6.24,12.73,1.15,-36.1,67347.0,75348.0,-5686095.0,-19.25,-5668133.0,-19.19,-17962.0,-0.06,2317125.0,7.85,3368970.0,11.41,420.0,2.029,2.033,112095652.0,227890461,227890461,2026-07-13 00:00:00,2026-07-13 15:34:33+08:00
588310,科创创业ETF方正富邦,1.359,1.3572,-0.13,-0.045,-3.21,41936.0,5812961.0,1.381,1.42,1.35,1.404,4.99,13.69,1.74,7.87,24552.0,17384.0,-917924.0,-15.79,357595.0,6.15,-1275519.0,-21.94,497809.0,8.56,420116.0,7.23,-1484.0,1.359,1.364,30637500.0,41636363,41636363,2026-07-13 00:00:00,2026-07-13 16:11:46+08:00
561090,A500增强ETF华安,1.263,1.2642,0.09,-0.042,-3.22,157778.0,20183909.0,1.3,1.304,1.257,1.305,3.6,7.62,1.6,11.12,59744.0,98034.0,-4708317.0,-23.33,-5115040.0,-25.34,406723.0,2.02,2444792.0,12.11,2263524.0,11.21,-103.0,1.263,1.265,206974000.0,261408162,261408162,2026-07-13 00:00:00,2026-07-13 16:11:37+08:00
560500,500质量成长ETF鹏扬,1.354,1.3572,0.24,-0.045,-3.22,28501.0,3905007.0,1.395,1.395,1.352,1.399,3.07,0.97,0.64,1.21,11629.0,16872.0,-166778.0,-4.27,-612105.0,-15.67,445327.0,11.4,-94320.0,-2.42,261097.0,6.69,-110.0,1.354,1.359,295339008.0,399889017,399889017,2026-07-13 00:00:00,2026-07-13 16:11:41+08:00
510170,大宗商品ETF国联安,1.258,1.261,0.24,-0.042,-3.23,237653.0,30202617.0,1.292,1.292,1.254,1.3,2.92,6.34,1.48,5.76,149387.0,88266.0,6702057.0,22.19,7413004.0,24.54,-710947.0,-2.35,-2677470.0,-8.87,-4024588.0,-13.33,-90.0,1.258,1.259,374914800.0,471642818,471642818,2026-07-13 00:00:00,2026-07-13 16:11:47+08:00
159729,互联网ETF汇添富,0.686,0.6936,1.1,-0.023,-3.24,14294.0,1000188.7,0.7,0.707,0.686,0.709,2.96,2.14,0.67,-2.46,8268.0,6026.0,-76300.0,-7.63,0.0,0.0,-76300.0,-7.63,142606.0,14.26,-66306.0,-6.63,32.0,0.685,0.686,66760633.0,45797794,45797794,2026-07-13 00:00:00,2026-07-13 15:34:27+08:00
512580,环保ETF广发,1.164,1.1599,-0.35,-0.039,-3.24,309511.0,36377711.0,1.19,1.203,1.161,1.203,3.49,5.22,3.31,14.08,64323.0,245188.0,-816488.0,-2.24,19581078.0,53.83,-20397566.0,-56.07,-1202741.0,-3.31,2019229.0,5.55,42.0,1.163,1.165,592471696.0,689637054,689637054,2026-07-13 00:00:00,2026-07-13 16:11:52+08:00
159369,创业板50ETF易方达,1.52,1.5154,-0.3,-0.051,-3.25,124366.0,19138579.1,1.539,1.574,1.506,1.571,4.33,4.05,0.84,3.61,53483.0,70883.0,-4933069.0,-25.78,-5641319.0,-29.48,708250.0,3.7,1327674.0,6.94,3605396.0,18.84,-194.0,1.52,1.522,306753488.0,466265302,466265302,2026-07-13 00:00:00,2026-07-13 15:34:30+08:00
159152,港股通科技ETF平安,0.773,0.7728,-0.03,-0.026,-3.25,798986.0,62991368.335,0.806,0.806,0.773,0.799,4.13,9.39,0.94,-46.06,368991.0,429995.0,1081938.0,1.72,-2224492.0,-3.53,3306430.0,5.25,-1329996.0,-2.11,248058.0,0.39,-1453.0,0.773,0.774,850556096.0,657479862,657479862,2026-07-13 00:00:00,2026-07-13 15:34:03+08:00
589550,科创价值ETF华夏,1.398,1.3953,-0.19,-0.047,-3.25,53895.0,7639738.0,1.447,1.447,1.384,1.445,4.36,21.31,1.94,0.09,26358.0,27537.0,-831638.0,-10.89,0.0,0.0,-831638.0,-10.89,675234.0,8.84,156404.0,2.05,-1426.0,1.394,1.398,25295500.0,35363109,35363109,2026-07-13 00:00:00,2026-07-13 16:12:00+08:00
159068,软件ETF华夏,0.983,0.9839,0.09,-0.033,-3.25,66967.0,6634412.442,1.015,1.017,0.977,1.016,3.94,5.26,0.15,-2.02,23217.0,43749.0,-615348.0,-9.28,738568.0,11.13,-1353916.0,-20.41,254655.0,3.84,360693.0,5.44,128.0,0.982,0.983,127336570.0,125171848,125171848,2026-07-13 00:00:00,2026-07-13 15:34:54+08:00
512650,长三角ETF汇添富,1.365,1.3639,-0.08,-0.046,-3.26,59107.0,8121572.0,1.405,1.411,1.359,1.411,3.69,17.94,1.47,7.78,35479.0,23628.0,124350.0,1.53,0.0,0.0,124350.0,1.53,-94705.0,-1.17,-29645.0,-0.37,15.0,1.361,1.366,32941600.0,44965284,44965284,2026-07-13 00:00:00,2026-07-13 16:11:35+08:00
515230,软件ETF国泰,0.682,0.6805,-0.22,-0.023,-3.26,2808877.0,192963338.0,0.703,0.706,0.677,0.705,4.11,4.0,1.02,21.65,1091653.0,1717224.0,-52597575.0,-27.26,-49654288.0,-25.73,-2943287.0,-1.53,32506505.0,16.85,20091071.0,10.41,-16299.0,0.682,0.683,7026690816.0,4792203137,4792203137,2026-07-13 00:00:00,2026-07-13 16:11:54+08:00
159956,创业板ETF建信,2.366,2.3617,-0.18,-0.08,-3.27,45966.0,10999989.1,2.41,2.452,2.346,2.446,4.33,10.95,1.48,86.57,18331.0,27635.0,-222800.0,-2.03,407211.0,3.7,-630011.0,-5.73,-259856.0,-2.36,482656.0,4.39,50.0,2.368,2.375,41978674.0,99321543,99321543,2026-07-13 00:00:00,2026-07-13 15:34:15+08:00
510290,上证380ETF南方,2.68,2.675,-0.19,-0.091,-3.28,22789.0,6178189.0,2.752,2.76,2.672,2.771,3.18,4.19,1.23,-6.3,13109.0,9680.0,249924.0,4.05,0.0,0.0,249924.0,4.05,-522671.0,-8.46,272746.0,4.41,-264.0,2.676,2.68,54448900.0,145923052,145923052,2026-07-13 00:00:00,2026-07-13 16:11:52+08:00
159036,软件开发ETF华宝,0.915,0.9154,0.04,-0.031,-3.28,215460.0,19803508.049,0.946,0.946,0.909,0.946,3.91,6.48,0.88,-15.14,81463.0,133997.0,235506.0,1.19,834691.0,4.21,-599185.0,-3.03,-567903.0,-2.87,332398.0,1.68,6.0,0.917,0.919,332740160.0,304457246,304457246,2026-07-13 00:00:00,2026-07-13 15:34:36+08:00
159952,创业板ETF广发,2.267,2.2719,0.22,-0.077,-3.28,2584123.0,594493036.222,2.314,2.352,2.251,2.344,4.31,6.64,0.76,-42.6,1008193.0,1575930.0,-70651113.0,-11.88,-53851477.0,-9.06,-16799636.0,-2.83,4584734.0,0.77,66066378.0,11.11,-21851.0,2.267,2.268,3889084928.0,8816555532,8816555532,2026-07-13 00:00:00,2026-07-13 15:34:09+08:00
159517,中证800增强ETF银华,1.357,1.3554,-0.12,-0.046,-3.28,23537.0,3230168.3,1.404,1.411,1.353,1.403,4.13,26.92,0.86,-31.99,11728.0,11809.0,-140688.0,-4.36,0.0,0.0,-140688.0,-4.36,9279.0,0.29,131409.0,4.07,2.0,1.355,1.369,8742624.0,11863741,11863741,2026-07-13 00:00:00,2026-07-13 15:34:12+08:00
159958,创业板ETF工银,2.258,2.2516,-0.28,-0.077,-3.3,67915.0,15524111.2,2.298,2.339,2.237,2.335,4.37,3.11,1.69,83.02,30406.0,37509.0,1343885.0,8.66,348505.0,2.24,995380.0,6.41,-2570097.0,-16.56,1226211.0,7.9,-1.0,2.258,2.265,218211448.0,492721450,492721450,2026-07-13 00:00:00,2026-07-13 15:34:03+08:00
588380,科创创业ETF富国,1.289,1.2877,-0.1,-0.044,-3.3,1647482.0,216228274.0,1.314,1.346,1.276,1.333,5.25,6.59,1.64,-19.1,919982.0,727500.0,-14436931.0,-6.68,-14538242.0,-6.72,101311.0,0.05,7734438.0,3.58,6702493.0,3.1,-4349.0,1.289,1.29,2498770000.0,3220914530,3220914530,2026-07-13 00:00:00,2026-07-13 16:11:36+08:00
588330,双创50ETF华宝,1.285,1.2836,-0.11,-0.044,-3.31,849528.0,111370174.0,1.31,1.341,1.273,1.329,5.12,8.38,1.2,37.47,335566.0,513962.0,-4851570.0,-4.36,6662129.0,5.98,-11513699.0,-10.34,-1903796.0,-1.71,6755365.0,6.07,-3125.0,1.284,1.285,1013737808.0,1302653083,1302653083,2026-07-13 00:00:00,2026-07-13 16:11:51+08:00
560920,工程机械ETF招商,0.965,0.9656,0.06,-0.033,-3.31,39969.0,3881878.0,0.995,0.995,0.962,0.998,3.31,6.62,0.29,3.74,20318.0,19651.0,-383044.0,-9.87,-615429.0,-15.85,232385.0,5.99,27543.0,0.71,355502.0,9.16,-1.0,0.965,0.966,60373300.0,58260235,58260235,2026-07-13 00:00:00,2026-07-13 16:11:38+08:00
517520,黄金股ETF永赢,1.659,1.6595,0.03,-0.057,-3.32,1705897.0,284222925.0,1.664,1.716,1.653,1.716,3.67,3.16,0.57,-32.1,934414.0,771483.0,-29788879.0,-10.48,-22280316.0,-7.84,-7508563.0,-2.64,40030488.0,14.08,-10241609.0,-3.6,-4270.0,1.659,1.66,5397904128.0,8955122948,8955122948,2026-07-13 00:00:00,2026-07-13 16:11:59+08:00
159226,中证A500增强ETF国泰,1.254,1.2571,0.25,-0.043,-3.32,229303.0,29099502.4,1.296,1.296,1.252,1.297,3.39,27.27,1.32,36.78,95331.0,133972.0,-5091695.0,-17.5,-2448561.0,-8.41,-2643134.0,-9.08,3450435.0,11.86,1641261.0,5.64,344.0,1.252,1.254,84094840.0,105454929,105454929,2026-07-13 00:00:00,2026-07-13 15:34:00+08:00
159903,深成ETF南方,1.779,1.7753,-0.21,-0.061,-3.32,627594.0,112499523.645,1.819,1.832,1.765,1.84,3.64,19.12,2.01,90.9,149316.0,478278.0,-28030250.0,-24.92,-7008401.0,-6.23,-21021849.0,-18.69,6674572.0,5.93,21355676.0,18.98,-819.0,1.779,1.78,328154512.0,583786877,583786877,2026-07-13 00:00:00,2026-07-13 15:34:30+08:00
159322,黄金股ETF平安,1.338,1.3399,0.14,-0.046,-3.32,57448.0,7743599.9,1.342,1.369,1.336,1.384,2.38,4.62,0.49,45.0,23413.0,34035.0,-372328.0,-4.81,1179720.0,15.23,-1552048.0,-20.04,-372323.0,-4.81,744652.0,9.62,-186.0,1.338,1.341,124411691.0,166462843,166462843,2026-07-13 00:00:00,2026-07-13 15:34:36+08:00
159861,碳中和50ETF国泰,1.017,1.0136,-0.34,-0.035,-3.33,57119.0,5820980.1,1.048,1.067,1.01,1.052,5.42,5.82,0.99,29.17,25182.0,31937.0,138042.0,2.37,0.0,0.0,138042.0,2.37,-175063.0,-3.01,37021.0,0.64,133.0,1.009,1.017,98117535.0,99785533,99785533,2026-07-13 00:00:00,2026-07-13 15:34:51+08:00
159707,地产ETF华宝,0.435,0.4362,0.28,-0.015,-3.33,1828477.0,80253703.447,0.446,0.447,0.434,0.45,2.89,16.3,1.16,52.17,1063319.0,765158.0,-1735358.0,-2.16,-5390845.0,-6.72,3655487.0,4.55,1915184.0,2.39,-179825.0,-0.22,-380.0,0.435,0.436,1122048208.0,488090970,488090970,2026-07-13 00:00:00,2026-07-13 15:34:24+08:00
159678,500增强ETF博时,1.599,1.5858,-0.83,-0.055,-3.33,49689.0,7983888.2,1.663,1.663,1.581,1.654,4.96,5.98,1.1,47.8,20463.0,29226.0,-556269.0,-6.97,-317687.0,-3.98,-238582.0,-2.99,140410.0,1.76,415860.0,5.21,-121.0,1.599,1.603,83143694.0,132946767,132946767,2026-07-13 00:00:00,2026-07-13 15:34:03+08:00
159899,软件ETF招商,0.694,0.6906,-0.49,-0.024,-3.34,248213.0,17379602.8,0.71,0.716,0.689,0.718,3.76,3.07,0.92,56.3,90768.0,157445.0,-2225741.0,-12.81,-409352.0,-2.36,-1816389.0,-10.45,1599022.0,9.2,626720.0,3.61,-1863.0,0.694,0.697,807977728.0,560736543,560736543,2026-07-13 00:00:00,2026-07-13 15:34:12+08:00
159610,中证500增强ETF景顺,1.298,1.2844,-1.06,-0.045,-3.35,88483.0,11578358.562,1.343,1.363,1.287,1.343,5.66,5.62,0.9,-18.42,40328.0,48155.0,-2608180.0,-22.53,-12802.0,-0.11,-2595378.0,-22.42,1576615.0,13.62,1031565.0,8.91,632.0,1.294,1.298,157568207.0,204523533,204523533,2026-07-13 00:00:00,2026-07-13 15:34:00+08:00
562920,信息安全ETF易方达,0.952,0.9542,0.23,-0.033,-3.35,183724.0,17750578.0,0.977,0.993,0.945,0.985,4.87,19.96,1.55,-5.03,69448.0,114276.0,-410037.0,-2.31,-1352428.0,-7.62,942391.0,5.31,227322.0,1.28,182716.0,1.03,-481.0,0.951,0.952,92069000.0,87649688,87649688,2026-07-13 00:00:00,2026-07-13 16:11:38+08:00
159808,创100ETF融通,1.438,1.4424,0.31,-0.05,-3.36,33610.0,4907946.976,1.502,1.502,1.432,1.488,4.7,6.79,1.39,-6.13,17202.0,16408.0,681876.0,13.89,0.0,0.0,681876.0,13.89,-925619.0,-18.86,243743.0,4.97,26.0,1.433,1.438,49484790.0,71159128,71159128,2026-07-13 00:00:00,2026-07-13 15:34:54+08:00
515070,人工智能ETF华夏,1.296,1.2965,0.04,-0.045,-3.36,1983894.0,262367655.0,1.336,1.363,1.28,1.341,6.19,2.68,0.97,18.19,911196.0,1072698.0,-17378439.0,-6.62,11154239.0,4.25,-28532678.0,-10.88,-7571133.0,-2.89,24949573.0,9.51,-6541.0,1.296,1.297,7394940416.0,9583842779,9583842779,2026-07-13 00:00:00,2026-07-13 16:11:39+08:00
159745,建材ETF国泰,0.518,0.5181,0.02,-0.018,-3.36,861954.0,45066905.7,0.534,0.534,0.517,0.536,3.17,7.26,0.85,6.53,330573.0,531381.0,-4288314.0,-9.52,669470.0,1.49,-4957784.0,-11.0,2326596.0,5.16,1961717.0,4.35,-894.0,0.518,0.52,1187688272.0,615222525,615222525,2026-07-13 00:00:00,2026-07-13 15:34:24+08:00
530380,上证380ETF易方达,1.117,1.1179,0.08,-0.039,-3.37,57062.0,6459637.0,1.156,1.156,1.114,1.156,3.63,3.89,1.34,-6.7,27582.0,29480.0,-529739.0,-8.2,0.0,0.0,-529739.0,-8.2,282436.0,4.37,247302.0,3.83,-61.0,1.115,1.117,146705000.0,163869485,163869485,2026-07-13 00:00:00,2026-07-13 16:11:43+08:00
159821,创业板ETF中银证券,1.4,1.4018,0.13,-0.049,-3.38,16312.0,2300538.1,1.429,1.45,1.394,1.449,3.86,2.87,0.94,-14.06,4743.0,11569.0,-1210979.0,-52.64,-774732.0,-33.68,-436247.0,-18.96,743578.0,32.32,467401.0,20.32,-72.0,1.4,1.402,56820000.0,79548000,79548000,2026-07-13 00:00:00,2026-07-13 15:34:06+08:00
588360,科创创业ETF国泰,1.371,1.3733,0.17,-0.048,-3.38,253168.0,35507712.0,1.414,1.435,1.36,1.419,5.29,12.02,1.13,70.18,146313.0,106855.0,-415286.0,-1.17,0.0,0.0,-415286.0,-1.17,-620038.0,-1.75,1035324.0,2.92,-1001.0,1.37,1.371,210681800.0,288844748,288844748,2026-07-13 00:00:00,2026-07-13 16:11:46+08:00
517400,黄金股ETF国泰,1.306,1.31,0.31,-0.046,-3.4,216760.0,28465760.0,1.319,1.33,1.303,1.352,2.0,2.35,0.3,23.65,94652.0,122108.0,-2555495.0,-8.98,-3119175.0,-10.96,563680.0,1.98,380838.0,1.34,2174657.0,7.64,-694.0,1.306,1.307,923792000.0,1206472352,1206472352,2026-07-13 00:00:00,2026-07-13 16:11:56+08:00
520980,港股通科技ETF汇添富,0.879,0.8832,0.48,-0.031,-3.41,7511766.0,676262043.0,0.903,0.921,0.878,0.91,4.73,22.18,1.03,5.88,3501116.0,4010650.0,-9423712.0,-1.39,-11535568.0,-1.71,2111856.0,0.31,4661865.0,0.69,4761836.0,0.7,-5388.0,0.879,0.88,3387387008.0,2977513180,2977513180,2026-07-13 00:00:00,2026-07-13 16:11:43+08:00
563060,央企50ETF易方达,1.047,1.0461,-0.09,-0.037,-3.41,44979.0,4717929.0,1.061,1.062,1.045,1.084,1.57,2.31,4.08,-13.76,27657.0,17322.0,-310532.0,-6.58,274749.0,5.82,-585281.0,-12.41,267699.0,5.67,42832.0,0.91,5.0,1.046,1.05,194527000.0,203669769,203669769,2026-07-13 00:00:00,2026-07-13 16:11:57+08:00
515980,人工智能ETF华富,1.18,1.1796,-0.03,-0.042,-3.44,7044057.0,841798073.0,1.21,1.244,1.165,1.222,6.46,12.53,2.62,49.95,4828641.0,2215416.0,-90786022.0,-10.78,-4268160.0,-0.51,-86517862.0,-10.28,53638628.0,6.37,37147392.0,4.41,-18284.0,1.18,1.181,5621128960.0,6632932173,6632932173,2026-07-13 00:00:00,2026-07-13 16:11:34+08:00
159908,创业板ETF博时,3.48,3.4834,0.1,-0.124,-3.44,102507.0,36034201.7,3.53,3.609,3.455,3.604,4.27,3.2,1.0,91.18,45792.0,56715.0,1250162.0,3.47,-273023.0,-0.76,1523185.0,4.23,-4949691.0,-13.74,3699530.0,10.27,-1004.0,3.48,3.483,320229024.0,1114397004,1114397004,2026-07-13 00:00:00,2026-07-13 15:34:42+08:00
516110,汽车ETF国泰,1.09,1.0916,0.15,-0.039,-3.45,272558.0,29906239.0,1.125,1.128,1.088,1.129,3.54,11.97,0.72,19.83,107252.0,165306.0,-1394290.0,-4.66,-1055124.0,-3.53,-339166.0,-1.13,538134.0,1.8,856156.0,2.86,-112.0,1.089,1.09,227623100.0,248109179,248109179,2026-07-13 00:00:00,2026-07-13 16:11:38+08:00
159070,工程机械ETF嘉实,0.923,0.9245,0.16,-0.033,-3.45,56135.0,5229179.217,0.954,0.954,0.922,0.956,3.35,4.41,0.47,3.1,24170.0,31965.0,-846053.0,-16.18,61018.0,1.17,-907071.0,-17.35,615923.0,11.78,230130.0,4.4,-50.0,0.923,0.924,127366883.0,117559633,117559633,2026-07-13 00:00:00,2026-07-13 15:34:03+08:00
159065,工程机械ETF景顺,0.917,0.9164,-0.07,-0.033,-3.47,53845.0,4991918.344,0.939,0.95,0.914,0.95,3.79,4.33,0.52,11.03,15803.0,38042.0,-494743.0,-9.91,-280511.0,-5.62,-214232.0,-4.29,343189.0,6.87,151554.0,3.04,69.0,0.916,0.918,124350818.0,114029700,114029700,2026-07-13 00:00:00,2026-07-13 15:34:51+08:00
517330,长江保护ETF易方达,0.97,0.9719,0.2,-0.035,-3.48,2895.0,281474.0,0.985,0.995,0.97,1.005,2.49,0.02,0.68,-0.05,109.0,2786.0,-7592.0,-2.7,0.0,0.0,-7592.0,-2.7,0.0,0.0,7592.0,2.7,-75.0,0.969,0.973,1806169008.0,1751983938,1751983938,2026-07-13 00:00:00,2026-07-13 16:11:35+08:00
562380,央企科技ETF银华,1.438,1.406,-2.28,-0.052,-3.49,123130.0,17926877.0,1.488,1.488,1.392,1.49,6.44,16.5,1.36,35.26,55085.0,68045.0,524285.0,2.92,3192288.0,17.81,-2668003.0,-14.88,-503675.0,-2.81,-20611.0,-0.11,-1511.0,1.438,1.439,74628900.0,107316358,107316358,2026-07-13 00:00:00,2026-07-13 16:12:02+08:00
589190,科创芯片ETF华宝,1.577,1.5696,-0.47,-0.057,-3.49,867872.0,140789404.0,1.6,1.682,1.556,1.634,7.71,5.59,0.94,-30.7,351736.0,516136.0,1238615.0,0.88,3095185.0,2.2,-1856570.0,-1.32,-7082095.0,-5.03,5843481.0,4.15,-5100.0,1.577,1.578,1551781008.0,2447158650,2447158650,2026-07-13 00:00:00,2026-07-13 16:11:40+08:00
159907,国证2000ETF广发,1.08,1.0687,-1.06,-0.039,-3.49,163305.0,17768498.9,1.103,1.116,1.065,1.119,4.56,10.13,1.97,57.93,71371.0,91934.0,-925716.0,-5.21,934140.0,5.26,-1859856.0,-10.47,296683.0,1.67,629034.0,3.54,-501.0,1.08,1.081,161197694.0,174093510,174093510,2026-07-13 00:00:00,2026-07-13 15:34:15+08:00
159964,创业板ETF平安,2.436,2.4398,0.16,-0.088,-3.49,40351.0,9980052.5,2.531,2.535,2.424,2.524,4.4,2.09,1.39,-9.46,17995.0,22356.0,-597014.0,-5.98,30334.0,0.3,-627348.0,-6.29,106078.0,1.06,490935.0,4.92,-20.0,2.437,2.443,193481881.0,471321862,471321862,2026-07-13 00:00:00,2026-07-13 15:34:42+08:00
513160,港股科技ETF银华,0.967,0.9712,0.43,-0.035,-3.49,6367730.0,631773411.0,0.996,1.013,0.967,1.002,4.59,18.01,1.13,3.03,3343994.0,3023736.0,-16967955.0,-2.69,-49496291.0,-7.83,32528336.0,5.15,7736431.0,1.22,9231528.0,1.46,-10304.0,0.967,0.968,3535189296.0,3418528049,3418528049,2026-07-13 00:00:00,2026-07-13 16:12:00+08:00
